Idade,Tarifa,Parch,Classe,Sexo,SibSp,Sobreviveu
42.0,7.55,0,3,Masculino,0,0.0
28.0,69.55,2,3,Masculino,8,0.0
35.0,7.8958,0,3,Masculino,0,0.0
28.0,33.0,1,2,Masculino,0,0.0
28.0,89.1042,0,1,Feminino,1,1.0
4.0,31.275,2,3,Masculino,4,0.0
74.0,7.775,0,3,Masculino,0,0.0
9.0,15.2458,1,3,Feminino,1,0.0
16.0,39.4,1,1,Feminino,0,1.0
44.0,26.0,0,2,Feminino,1,0.0
18.0,9.35,1,3,Feminino,0,1.0
45.0,164.8667,1,1,Feminino,1,1.0
51.0,26.55,0,1,Masculino,0,1.0
24.0,19.2583,3,3,Feminino,0,1.0
28.0,7.2292,0,3,Masculino,0,0.0
41.0,14.1083,0,3,Masculino,2,0.0
21.0,11.5,0,2,Masculino,1,0.0
48.0,25.9292,0,1,Feminino,0,1.0
28.0,69.55,2,3,Feminino,8,0.0
24.0,13.0,0,2,Masculino,0,0.0
42.0,13.0,0,2,Feminino,0,1.0
27.0,13.8583,0,2,Feminino,1,1.0
31.0,50.4958,0,1,Masculino,0,0.0
28.0,9.5,0,3,Masculino,0,0.0
4.0,11.1333,1,3,Masculino,1,1.0
26.0,7.8958,0,3,Masculino,0,0.0
47.0,52.5542,1,1,Feminino,1,1.0
33.0,5.0,0,1,Masculino,0,0.0
47.0,9.0,0,3,Masculino,0,0.0
28.0,24.0,0,2,Feminino,1,1.0
15.0,7.225,0,3,Feminino,0,1.0
20.0,9.8458,0,3,Masculino,0,0.0
19.0,7.8958,0,3,Masculino,0,0.0
28.0,7.8958,0,3,Masculino,0,0.0
56.0,83.1583,1,1,Feminino,0,1.0
25.0,26.0,1,2,Feminino,0,1.0
33.0,7.8958,0,3,Masculino,0,0.0
22.0,10.5167,0,3,Feminino,0,0.0
28.0,10.5,0,2,Masculino,0,0.0
25.0,7.05,0,3,Masculino,0,0.0
39.0,29.125,5,3,Feminino,0,0.0
27.0,13.0,0,2,Masculino,0,0.0
19.0,30.0,0,1,Feminino,0,1.0
28.0,23.45,2,3,Feminino,1,0.0
26.0,30.0,0,1,Masculino,0,1.0
32.0,7.75,0,3,Masculino,0,0.0
34.5,7.8292,0,3,Masculino,0,
47.0,7.0,0,3,Feminino,1,
62.0,9.6875,0,2,Masculino,0,
27.0,8.6625,0,3,Masculino,0,
22.0,12.2875,1,3,Feminino,1,
14.0,9.225,0,3,Masculino,0,
30.0,7.6292,0,3,Feminino,0,
26.0,29.0,1,2,Masculino,1,
18.0,7.2292,0,3,Feminino,0,
21.0,24.15,0,3,Masculino,2,
28.0,7.8958,0,3,Masculino,0,
46.0,26.0,0,1,Masculino,0,
23.0,82.2667,0,1,Feminino,1,
63.0,26.0,0,2,Masculino,1,
47.0,61.175,0,1,Feminino,1,
24.0,27.7208,0,2,Feminino,1,
35.0,12.35,0,2,Masculino,0,
21.0,7.225,0,3,Masculino,0,
27.0,7.925,0,3,Feminino,1,
45.0,7.225,0,3,Feminino,0,
55.0,59.4,0,1,Masculino,1,
9.0,3.1708,1,3,Masculino,0,
28.0,31.6833,0,1,Feminino,0,
21.0,61.3792,1,1,Masculino,0,
48.0,262.375,3,1,Feminino,1,
50.0,14.5,0,3,Masculino,1,
22.0,61.9792,1,1,Feminino,0,
22.5,7.225,0,3,Masculino,0,
41.0,30.5,0,1,Masculino,0,
28.0,21.6792,0,3,Masculino,2,
50.0,26.0,0,2,Masculino,1,
24.0,31.5,0,2,Masculino,2,
33.0,20.575,2,3,Feminino,1,
28.0,23.45,2,3,Feminino,1,
30.0,57.75,0,1,Masculino,1,
18.5,7.2292,0,3,Masculino,0,
28.0,8.05,0,3,Feminino,0,
21.0,8.6625,0,3,Feminino,0,
25.0,9.5,0,3,Masculino,0,
28.0,56.4958,0,3,Masculino,0,
39.0,13.4167,1,3,Masculino,0,
28.0,26.55,0,1,Masculino,0,
41.0,7.85,0,3,Masculino,0,
30.0,13.0,0,2,Feminino,0,
45.0,52.5542,0,1,Feminino,1,
25.0,7.925,0,3,Masculino,0,
45.0,29.7,0,1,Masculino,0,
28.0,7.75,0,3,Masculino,0,
60.0,76.2917,0,1,Feminino,0,
36.0,15.9,2,3,Feminino,0,
24.0,60.0,0,1,Masculino,1,
27.0,15.0333,0,2,Masculino,0,
20.0,23.0,1,2,Feminino,2,
28.0,263.0,2,1,Feminino,3,
28.0,15.5792,0,2,Masculino,0,
10.0,29.125,1,3,Masculino,4,
35.0,7.8958,0,3,Masculino,0,
25.0,7.65,0,3,Masculino,0,
28.0,16.1,0,3,Masculino,1,
36.0,262.375,0,1,Feminino,0,
17.0,7.8958,0,3,Masculino,0,
32.0,13.5,0,2,Masculino,0,
18.0,7.75,0,3,Masculino,0,
22.0,7.725,0,3,Feminino,0,
13.0,262.375,2,1,Masculino,2,
28.0,21.0,0,2,Feminino,0,
18.0,7.8792,0,3,Feminino,0,
47.0,42.4,0,1,Masculino,0,
31.0,28.5375,0,1,Masculino,0,
60.0,263.0,4,1,Feminino,1,
24.0,7.75,0,3,Feminino,0,
21.0,7.8958,0,3,Masculino,0,
29.0,7.925,0,3,Feminino,0,
28.5,27.7208,0,1,Masculino,0,
35.0,211.5,0,1,Feminino,0,
32.5,211.5,0,1,Masculino,0,
28.0,8.05,0,3,Masculino,0,
55.0,25.7,0,1,Feminino,2,
30.0,13.0,0,2,Masculino,0,
24.0,7.75,0,3,Feminino,0,
6.0,15.2458,1,3,Masculino,1,
67.0,221.7792,0,1,Masculino,1,
49.0,26.0,0,1,Masculino,0,
28.0,7.8958,0,3,Masculino,0,
28.0,10.7083,0,2,Masculino,0,
28.0,14.4542,0,3,Masculino,1,
27.0,7.8792,0,3,Feminino,0,
18.0,8.05,0,3,Feminino,0,
28.0,7.75,0,3,Feminino,0,
2.0,23.0,1,2,Masculino,1,
22.0,13.9,0,3,Feminino,1,
28.0,7.775,0,3,Masculino,0,
27.0,52.0,2,1,Feminino,1,
28.0,8.05,0,3,Masculino,0,
25.0,26.0,0,1,Masculino,0,
25.0,7.7958,0,3,Masculino,0,
76.0,78.85,0,1,Feminino,1,
29.0,7.925,0,3,Masculino,0,
20.0,7.8542,0,3,Feminino,0,
33.0,8.05,0,3,Masculino,0,
43.0,55.4417,0,1,Feminino,1,
27.0,26.0,0,2,Masculino,1,
28.0,7.75,0,3,Masculino,0,
26.0,7.775,0,3,Masculino,0,
16.0,8.5167,1,3,Feminino,1,
28.0,22.525,0,3,Masculino,0,
21.0,7.8208,0,3,Masculino,0,
28.0,7.75,0,3,Masculino,0,
28.0,8.7125,0,3,Masculino,0,
18.5,13.0,0,2,Masculino,0,
41.0,15.0458,0,2,Masculino,0,
28.0,7.7792,0,3,Feminino,0,
36.0,31.6792,0,1,Feminino,0,
18.5,7.2833,0,3,Feminino,0,
63.0,221.7792,0,1,Feminino,1,
18.0,14.4542,0,3,Masculino,1,
28.0,6.4375,0,3,Masculino,0,
1.0,16.7,1,3,Feminino,1,
36.0,75.2417,0,1,Masculino,0,
29.0,26.0,0,2,Feminino,1,
12.0,15.75,0,2,Feminino,0,
28.0,7.75,0,3,Masculino,1,
35.0,57.75,0,1,Feminino,1,
28.0,7.25,0,3,Masculino,0,
28.0,7.75,0,3,Masculino,0,
17.0,16.1,1,3,Feminino,0,
22.0,7.7958,0,3,Masculino,0,
28.0,23.25,0,3,Feminino,2,
42.0,13.0,0,2,Masculino,0,
24.0,8.05,0,3,Masculino,0,
32.0,8.05,0,3,Masculino,0,
53.0,28.5,0,1,Masculino,0,
28.0,25.4667,4,3,Feminino,0,
28.0,6.4375,0,3,Masculino,1,
43.0,7.8958,0,3,Masculino,0,
24.0,7.8542,0,3,Masculino,0,
26.5,7.225,0,3,Masculino,0,
26.0,13.0,0,2,Masculino,0,
23.0,8.05,0,3,Feminino,0,
40.0,46.9,6,3,Masculino,1,
10.0,46.9,2,3,Feminino,5,
33.0,151.55,0,1,Feminino,0,
61.0,262.375,3,1,Masculino,1,
28.0,26.0,0,2,Masculino,0,
42.0,26.55,0,1,Masculino,0,
31.0,18.0,0,3,Masculino,3,
28.0,51.8625,0,1,Masculino,0,
22.0,8.05,0,3,Masculino,0,
28.0,26.55,0,1,Masculino,0,
30.0,26.0,1,2,Masculino,1,
23.0,83.1583,1,1,Feminino,0,
28.0,7.8958,0,3,Masculino,0,
60.5,14.4542,0,3,Masculino,0,
36.0,12.1833,2,3,Feminino,0,
13.0,31.3875,2,3,Masculino,4,
24.0,7.55,0,3,Masculino,0,
29.0,221.7792,0,1,Feminino,0,
23.0,7.8542,0,3,Feminino,0,
42.0,26.55,0,1,Masculino,0,
26.0,13.775,2,3,Feminino,0,
28.0,7.7333,0,3,Feminino,0,
7.0,15.2458,1,3,Masculino,1,
26.0,13.5,0,2,Feminino,0,
28.0,7.0,0,3,Masculino,0,
41.0,13.0,0,2,Masculino,0,
26.0,22.025,1,3,Feminino,1,
48.0,50.4958,0,1,Masculino,0,
18.0,34.375,2,3,Masculino,2,
28.0,27.7208,0,1,Feminino,0,
22.0,8.9625,0,3,Feminino,0,
28.0,7.55,0,3,Masculino,0,
27.0,7.225,0,3,Masculino,0,
23.0,13.9,0,3,Masculino,1,
28.0,7.2292,0,3,Masculino,0,
40.0,31.3875,5,3,Masculino,1,
15.0,39.0,2,2,Feminino,0,
20.0,36.75,0,2,Feminino,0,
54.0,55.4417,0,1,Masculino,1,
36.0,39.0,3,2,Feminino,0,
64.0,83.1583,2,1,Feminino,0,
30.0,13.0,0,2,Masculino,0,
37.0,83.1583,1,1,Masculino,1,
18.0,53.1,0,1,Feminino,1,
28.0,7.75,0,3,Masculino,0,
27.0,247.5208,1,1,Feminino,1,
40.0,16.0,0,2,Masculino,0,
21.0,21.0,1,2,Feminino,0,
17.0,8.05,0,3,Masculino,2,
28.0,69.55,2,3,Feminino,8,
40.0,13.0,0,2,Masculino,0,
34.0,26.0,0,2,Masculino,1,
28.0,26.0,0,1,Masculino,0,
11.5,14.5,1,3,Masculino,1,
61.0,12.35,0,2,Masculino,0,
8.0,32.5,2,2,Masculino,0,
33.0,7.8542,0,3,Masculino,0,
6.0,134.5,2,1,Masculino,0,
18.0,7.775,0,3,Feminino,0,
23.0,10.5,0,2,Masculino,0,
28.0,8.1125,0,3,Feminino,0,
28.0,15.5,0,3,Feminino,0,
0.33,14.4,2,3,Masculino,0,
47.0,227.525,0,1,Masculino,1,
8.0,26.0,1,2,Feminino,1,
25.0,10.5,0,2,Masculino,0,
28.0,25.7417,0,1,Masculino,0,
35.0,7.75,0,3,Feminino,0,
24.0,10.5,0,2,Masculino,0,
33.0,27.7208,0,1,Feminino,0,
25.0,7.8958,0,3,Masculino,0,
32.0,22.525,0,3,Masculino,0,
28.0,7.05,0,3,Masculino,0,
17.0,73.5,0,2,Masculino,0,
60.0,26.0,0,2,Feminino,1,
38.0,7.775,2,3,Feminino,4,
42.0,42.5,0,1,Masculino,0,
28.0,7.8792,0,3,Feminino,0,
57.0,164.8667,1,1,Masculino,1,
50.0,211.5,1,1,Feminino,1,
28.0,8.05,0,3,Masculino,0,
30.0,13.8583,0,2,Feminino,1,
21.0,8.05,0,3,Masculino,0,
22.0,10.5,0,2,Feminino,0,
21.0,7.7958,0,3,Masculino,0,
53.0,27.4458,0,1,Feminino,0,
28.0,15.2458,2,3,Feminino,0,
23.0,7.7958,0,3,Masculino,0,
28.0,7.75,0,3,Feminino,0,
40.5,15.1,0,3,Masculino,0,
36.0,13.0,0,2,Masculino,0,
14.0,65.0,0,2,Masculino,0,
21.0,26.55,0,1,Feminino,0,
21.0,6.4958,0,3,Masculino,1,
28.0,7.8792,0,3,Masculino,0,
39.0,71.2833,0,1,Masculino,1,
20.0,7.8542,0,3,Masculino,0,
64.0,75.25,0,1,Masculino,1,
20.0,7.225,0,3,Masculino,0,
18.0,13.0,1,2,Feminino,1,
48.0,106.425,0,1,Feminino,1,
55.0,27.7208,0,1,Feminino,0,
45.0,30.0,2,2,Feminino,0,
45.0,134.5,1,1,Masculino,1,
28.0,7.8875,0,3,Masculino,0,
28.0,23.45,2,3,Masculino,1,
41.0,51.8625,0,1,Masculino,1,
22.0,21.0,0,2,Feminino,0,
42.0,32.5,1,2,Masculino,1,
29.0,26.0,0,2,Feminino,1,
28.0,14.4542,0,3,Feminino,1,
0.92,27.75,2,2,Feminino,1,
20.0,7.925,0,3,Masculino,0,
27.0,136.7792,0,1,Masculino,1,
24.0,9.325,0,3,Masculino,0,
32.5,9.5,0,3,Masculino,0,
28.0,7.55,0,3,Masculino,0,
28.0,7.75,0,3,Masculino,0,
28.0,8.05,0,3,Masculino,0,
19.0,13.0,0,2,Feminino,0,
21.0,7.775,0,3,Masculino,0,
36.5,17.4,0,3,Masculino,1,
21.0,7.8542,0,3,Masculino,0,
29.0,23.0,2,2,Feminino,0,
1.0,12.1833,1,3,Feminino,1,
30.0,12.7375,0,2,Masculino,0,
28.0,7.8958,0,3,Masculino,0,
28.0,0.0,0,1,Masculino,0,
28.0,7.55,0,3,Masculino,0,
28.0,8.05,0,3,Feminino,0,
17.0,8.6625,0,3,Masculino,0,
46.0,75.2417,0,1,Masculino,0,
28.0,7.75,0,3,Masculino,0,
26.0,136.7792,0,1,Feminino,1,
28.0,15.5,0,3,Feminino,1,
28.0,7.225,0,3,Masculino,0,
20.0,26.0,0,2,Feminino,1,
28.0,10.5,0,2,Masculino,0,
40.0,26.0,0,2,Masculino,1,
30.0,21.0,0,2,Masculino,1,
22.0,10.5,0,2,Masculino,0,
23.0,8.6625,0,3,Feminino,0,
0.75,13.775,1,3,Masculino,1,
28.0,7.75,0,3,Feminino,0,
9.0,15.2458,1,3,Feminino,1,
2.0,20.2125,1,3,Feminino,1,
36.0,7.25,0,3,Masculino,0,
28.0,7.25,0,3,Masculino,0,
24.0,82.2667,0,1,Masculino,1,
28.0,7.2292,0,3,Masculino,0,
28.0,8.05,0,3,Masculino,0,
28.0,39.6,0,1,Masculino,0,
30.0,6.95,0,3,Feminino,0,
28.0,7.2292,0,3,Masculino,0,
53.0,81.8583,1,1,Masculino,1,
36.0,9.5,0,3,Masculino,0,
26.0,7.8958,0,3,Masculino,0,
1.0,41.5792,2,2,Feminino,1,
28.0,21.6792,0,3,Masculino,2,
30.0,45.5,0,1,Masculino,0,
29.0,7.8542,0,3,Masculino,0,
32.0,7.775,0,3,Masculino,0,
28.0,15.0458,0,2,Masculino,0,
43.0,21.0,1,2,Masculino,0,
24.0,8.6625,0,3,Masculino,0,
28.0,7.75,0,3,Feminino,0,
64.0,26.55,1,1,Feminino,1,
30.0,151.55,2,1,Masculino,1,
0.83,9.35,1,3,Masculino,0,
55.0,93.5,1,1,Masculino,1,
45.0,14.1083,0,3,Feminino,1,
18.0,8.6625,0,3,Masculino,0,
22.0,7.225,0,3,Masculino,0,
28.0,7.575,0,3,Masculino,0,
37.0,7.75,0,3,Feminino,0,
55.0,135.6333,0,1,Feminino,0,
17.0,7.7333,0,3,Feminino,0,
57.0,146.5208,0,1,Masculino,1,
19.0,10.5,0,2,Masculino,0,
27.0,7.8542,0,3,Masculino,0,
22.0,31.5,0,2,Masculino,2,
26.0,7.775,0,3,Masculino,0,
25.0,7.2292,0,3,Masculino,0,
26.0,13.0,0,2,Masculino,0,
33.0,26.55,0,1,Masculino,0,
39.0,211.3375,0,1,Feminino,0,
23.0,7.05,0,3,Masculino,0,
12.0,39.0,1,2,Feminino,2,
46.0,79.2,0,1,Masculino,0,
29.0,26.0,0,2,Masculino,1,
21.0,13.0,0,2,Masculino,0,
48.0,36.75,2,2,Feminino,0,
39.0,29.7,0,1,Masculino,0,
28.0,7.225,0,3,Masculino,0,
19.0,15.7417,1,3,Feminino,1,
27.0,7.8958,0,3,Masculino,0,
30.0,26.0,0,1,Masculino,0,
32.0,13.0,0,2,Masculino,0,
39.0,7.2292,2,3,Masculino,0,
25.0,31.5,0,2,Masculino,0,
28.0,7.2292,0,3,Masculino,0,
18.0,10.5,0,2,Masculino,0,
32.0,7.5792,0,3,Masculino,0,
28.0,69.55,9,3,Masculino,1,
58.0,512.3292,1,1,Feminino,0,
28.0,14.5,1,3,Masculino,1,
16.0,7.65,0,3,Feminino,0,
26.0,13.0,0,2,Masculino,0,
38.0,7.2292,0,3,Feminino,0,
24.0,13.5,0,2,Masculino,0,
31.0,21.0,0,2,Feminino,0,
45.0,63.3583,1,1,Feminino,0,
25.0,10.5,0,2,Masculino,0,
18.0,73.5,0,2,Masculino,0,
49.0,65.0,2,2,Masculino,1,
0.17,20.575,2,3,Feminino,1,
50.0,26.0,0,1,Masculino,0,
59.0,51.4792,0,1,Feminino,2,
28.0,7.8792,0,3,Masculino,0,
28.0,7.75,0,3,Masculino,0,
30.0,15.55,0,3,Feminino,1,
14.5,69.55,2,3,Masculino,8,
24.0,37.0042,1,2,Feminino,1,
31.0,21.0,0,2,Feminino,0,
27.0,8.6625,0,3,Masculino,0,
25.0,55.4417,0,1,Feminino,1,
28.0,69.55,9,3,Feminino,1,
28.0,14.4583,0,3,Masculino,1,
22.0,39.6875,0,3,Feminino,0,
45.0,59.4,1,1,Feminino,0,
29.0,13.8583,0,2,Masculino,0,
21.0,11.5,0,2,Masculino,1,
31.0,134.5,0,1,Feminino,0,
49.0,0.0,0,1,Masculino,0,
44.0,13.0,0,2,Masculino,0,
54.0,81.8583,1,1,Feminino,1,
45.0,262.375,0,1,Feminino,0,
22.0,8.6625,0,3,Feminino,2,
21.0,11.5,0,2,Masculino,0,
55.0,50.0,0,1,Masculino,0,
5.0,31.3875,2,3,Masculino,4,
28.0,7.75,0,3,Masculino,0,
26.0,7.8792,0,3,Masculino,0,
28.0,14.5,0,3,Feminino,0,
19.0,16.1,0,3,Feminino,1,
28.0,12.875,0,2,Masculino,0,
24.0,65.0,2,2,Feminino,1,
24.0,7.775,0,3,Masculino,0,
57.0,13.0,0,2,Masculino,0,
21.0,7.75,0,3,Masculino,0,
6.0,21.075,1,3,Masculino,3,
23.0,93.5,0,1,Masculino,0,
51.0,39.4,1,1,Feminino,0,
13.0,20.25,2,3,Masculino,0,
47.0,10.5,0,2,Masculino,0,
29.0,22.025,1,3,Masculino,3,
18.0,60.0,0,1,Feminino,1,
24.0,7.25,0,3,Masculino,0,
48.0,79.2,1,1,Feminino,1,
22.0,7.775,0,3,Masculino,0,
31.0,7.7333,0,3,Masculino,0,
30.0,164.8667,0,1,Feminino,0,
38.0,21.0,0,2,Masculino,1,
22.0,59.4,1,1,Feminino,0,
17.0,47.1,0,1,Masculino,0,
43.0,27.7208,0,1,Masculino,1,
20.0,13.8625,0,2,Masculino,0,
23.0,10.5,0,2,Masculino,1,
50.0,211.5,1,1,Masculino,1,
28.0,7.7208,0,3,Feminino,0,
3.0,13.775,1,3,Feminino,1,
28.0,7.75,0,3,Feminino,0,
37.0,90.0,0,1,Feminino,1,
28.0,7.775,0,3,Feminino,0,
28.0,8.05,0,3,Masculino,0,
39.0,108.9,0,1,Feminino,0,
38.5,7.25,0,3,Masculino,0,
28.0,8.05,0,3,Masculino,0,
28.0,22.3583,1,3,Masculino,1,
